,Unnamed: 0,tax,income,csp,age,educ,marital,race,sex,ss
2525,2596,47,30970,0,63,39,4,2,2,6360
2526,2597,767,92420,0,56,40,1,1,1,0
2527,2598,319,11001,0,49,33,1,1,1,0
2528,2599,3067,73400,0,46,39,1,1,2,0
2529,2600,0,36410,0,34,39,1,1,1,0
2530,2601,1400,99076,0,39,40,1,1,1,0
2531,2602,1016,41324,0,44,40,1,1,1,0
2532,2603,1371,63550,0,28,43,1,1,2,0
2533,2604,1500,87749,0,38,39,1,2,1,0
2534,2605,2197,118700,0,42,40,1,1,2,0
2535,2606,1236,70062,0,50,39,7,1,2,0
2536,2607,1700,37490,0,57,40,4,1,2,0
2537,2608,4000,45092,0,59,40,5,1,2,0
2538,2609,1590,73801,0,41,43,1,1,1,0
2539,2610,1339,91000,0,53,43,1,1,1,0
2540,2611,1339,88680,0,51,40,1,1,1,0
2541,2612,2700,107475,0,27,44,1,1,1,0
2542,2613,0,7800,0,34,43,1,1,2,0
2543,2614,1680,87580,0,36,43,1,1,1,0
2544,2615,1100,68025,0,49,42,7,1,2,0
2545,2616,0,14278,0,39,40,5,1,1,0
2546,2617,0,46800,0,45,39,1,1,2,0
2547,2618,0,34400,0,37,43,7,1,2,0
2548,2619,1130,72860,0,68,44,5,1,2,3150
2549,2620,0,78017,0,43,39,1,1,1,0
2550,2621,0,62738,0,45,43,7,1,1,0
2551,2622,328,71100,0,34,43,1,1,1,0
2552,2623,236,85184,0,56,39,1,1,1,0
2553,2624,300,127062,0,60,43,7,1,1,0
2554,2625,0,40653,0,56,32,1,1,1,0
2555,2626,0,27728,0,24,43,7,1,1,0
2556,2627,950,47101,0,34,40,5,1,1,0
2557,2628,0,18010,0,23,43,7,1,2,0
2558,2629,514,5875,0,50,40,5,1,2,0
2559,2630,0,105444,0,54,44,5,1,1,0
2560,2631,3500,78030,0,52,39,1,1,1,0
2561,2632,1200,141378,0,39,43,1,1,2,2178
2562,2633,600,14,0,75,43,1,1,1,0
2563,2634,3500,95300,0,40,42,1,1,1,0
2564,2635,550,28000,0,46,40,1,2,1,0
2565,2636,0,3784,2184,22,34,7,1,2,0
2566,2637,0,23895,0,28,39,7,2,2,0
2567,2638,137,43900,0,46,40,1,2,2,0
2568,2639,55,31000,0,51,36,5,1,2,0
2569,2640,900,45946,0,71,39,1,1,2,4800
2570,2641,500,49697,0,77,36,1,1,1,8736
2571,2642,0,78948,0,46,43,7,1,2,0
2572,2643,990,29550,0,30,43,7,1,2,0
2573,2644,1605,14387,0,57,40,5,1,1,0
2574,2645,870,43009,0,45,40,5,1,1,0
2575,2646,0,57478,0,40,39,3,2,1,0
2576,2647,2940,69096,2096,44,39,4,1,2,0
2577,2648,2800,71300,0,31,39,1,1,2,0
2578,2649,532,58089,0,51,43,5,1,2,0
2579,2650,300,37000,0,37,43,1,1,1,0
2580,2651,474,85500,0,37,39,1,1,2,0
2581,2652,600,53718,0,34,39,1,1,1,0
2582,2653,8000,59362,0,71,43,1,1,1,13410
2583,2654,1371,97060,0,29,40,1,1,1,0
2584,2655,0,60000,0,29,43,1,2,2,0
2585,2656,583,118278,0,46,41,1,2,1,0
2586,2657,300,40599,0,54,36,1,1,1,0
2587,2658,1200,123543,0,40,40,1,1,1,0
2588,2659,0,27575,0,25,43,7,4,2,0
2589,2660,0,56150,0,43,43,7,1,2,0
2590,2661,0,114300,0,46,43,1,2,1,0
2591,2662,0,11980,0,21,40,7,1,1,0
2592,2663,750,44164,0,30,39,1,1,1,0
2593,2664,30000,39104,0,65,34,1,1,1,12036
2594,2665,0,21785,0,69,41,4,1,1,1506
2595,2666,2000,26240,0,17,36,7,1,2,0
2596,2667,405,67414,0,66,40,1,1,1,14334
2597,2668,2550,111557,0,45,39,1,1,1,0
2598,2669,0,15420,0,30,43,7,2,1,0
2599,2670,4000,108000,0,51,42,1,1,1,0
2600,2671,166,58727,0,54,34,7,1,1,0
2601,2672,900,55050,0,41,39,5,1,1,0
2602,2673,968,81077,0,44,40,5,1,1,0
2603,2674,700,127693,0,41,43,4,1,2,24772
2604,2675,800,51090,0,32,44,7,1,2,0
2605,2676,1500,140210,0,39,42,5,1,1,0
2606,2677,423,30200,0,61,40,7,1,2,0
2607,2678,1750,50900,0,37,40,5,1,2,0
2608,2679,2266,281301,0,50,44,1,1,1,0
2609,2680,0,30010,0,26,39,7,1,2,0
2610,2681,600,55700,0,50,40,1,1,2,0
2611,2682,0,50035,0,56,44,7,1,2,0
2612,2683,0,52000,0,55,43,7,1,2,0
2613,2684,0,15322,0,57,40,4,1,1,12822
2614,2685,500,43673,0,33,43,1,1,1,0
2615,2686,0,68012,0,31,44,1,4,1,0
2616,2687,0,52560,0,48,39,5,1,1,0
2617,2688,0,21404,0,73,39,1,1,2,6126
2618,2689,2275,8424,0,88,36,4,2,2,8400
2619,2690,0,30000,0,24,43,7,3,1,0
2620,2691,0,53088,0,60,39,1,1,1,0
2621,2692,0,37396,0,34,43,7,1,1,3964
2622,2693,2500,31334,0,65,34,1,1,2,6084
2623,2694,1361,30226,0,60,40,6,2,2,0
2624,2695,0,101729,0,25,40,7,1,1,0
2625,2696,3600,88230,0,40,43,1,1,2,0
2626,2697,0,97877,0,56,39,1,1,2,0
2627,2698,0,25480,0,41,39,7,2,2,0
2628,2699,0,179695,0,55,39,1,1,1,13200
2629,2700,1600,32852,0,64,39,1,1,1,9876
2630,2701,5700,97230,0,40,43,1,1,1,0
2631,2702,3802,126166,0,65,43,1,1,1,12000
2632,2703,5700,141412,0,52,43,1,1,1,0
2633,2704,0,35877,0,69,44,5,1,2,3827
2634,2705,5800,133468,0,42,41,1,1,2,0
2635,2706,4200,87250,0,38,39,1,1,1,0
2636,2707,1400,131786,0,68,44,5,1,2,0
2637,2708,503,15000,0,45,41,5,1,1,0
2638,2709,0,9252,0,50,33,4,1,1,0
2639,2710,2771,112600,0,58,43,1,1,1,0
2640,2711,2600,76501,0,59,39,1,1,1,0
2641,2712,250,37160,0,60,40,5,1,2,0
2642,2713,3000,90000,0,40,43,1,1,1,0
2643,2714,3047,59590,0,46,39,1,1,1,0
2644,2715,2000,67418,0,51,40,1,1,1,0
2645,2716,2058,121858,0,54,40,1,1,1,0
2646,2717,1200,43281,0,68,46,4,2,2,8106
2647,2718,0,58875,0,20,40,7,1,2,0
2648,2719,4800,72275,0,38,43,1,1,2,0
2649,2721,0,14100,0,27,43,7,1,2,0
2650,2722,0,36210,0,27,43,7,1,2,0
2651,2723,190,72125,0,42,39,1,1,1,0
2652,2724,1200,108751,0,45,39,1,1,1,0
2653,2725,0,65159,0,48,39,5,2,2,0
2654,2726,1267,89824,0,35,39,7,1,1,0
2655,2727,1146,117200,0,47,44,1,4,1,0
2656,2728,1600,48800,0,39,40,7,1,1,0
2657,2729,600,30755,0,40,40,5,1,2,0
2658,2730,0,9801,0,21,39,7,1,2,0
2659,2731,0,23142,0,70,40,5,1,1,11142
2660,2732,80,84024,0,31,44,1,1,1,0
2661,2733,690,42700,0,40,39,5,1,1,0
2662,2734,1081,15720,3120,47,40,5,1,1,0
2663,2735,2666,24780,0,48,40,4,1,2,0
2664,2736,0,15936,0,24,38,7,1,1,0
2665,2737,698,44318,0,51,44,7,1,2,0
2666,2738,0,35049,0,37,39,1,1,2,0
2667,2739,760,77130,0,48,40,1,1,2,0
2668,2740,400,21658,0,76,39,1,1,2,5250
2669,2741,650,35570,0,54,36,1,1,2,0
2670,2742,1000,48080,0,29,39,7,1,2,0
2671,2743,694,57225,0,50,40,1,1,2,0
2672,2744,2400,144050,0,38,45,1,1,2,0
2673,2745,860,14145,0,51,40,1,1,1,0
2674,2746,100,26786,0,64,34,1,1,1,13746
2675,2747,0,11000,0,46,39,5,1,2,0
2676,2748,150,38400,0,35,43,1,1,2,0
2677,2749,564,42084,0,23,40,1,1,2,0
2678,2750,5200,54192,1700,39,39,1,1,1,0
2679,2751,1300,5002,0,59,34,1,1,1,0
2680,2752,0,40000,0,47,39,5,1,2,0
2681,2753,250,943,0,59,37,4,1,2,0
2682,2754,1400,76930,0,45,37,1,1,1,0
2683,2756,500,117196,0,49,43,1,1,2,0
2684,2757,785,46600,0,77,40,1,1,1,13000
2685,2758,1540,65400,0,60,39,1,1,1,0
2686,2759,15000,264844,0,38,46,1,1,1,0
2687,2761,126,20881,0,31,39,1,1,1,0
2688,2762,950,148500,0,52,43,1,1,1,0
2689,2763,0,42341,0,23,43,7,1,1,0
2690,2764,742,89525,0,65,39,1,1,1,0
2691,2765,11101,95082,0,45,43,1,1,1,0
2692,2766,1650,76000,0,53,40,1,1,1,0
2693,2767,3300,147400,0,57,43,1,1,1,0
2694,2768,3500,105132,0,40,42,1,1,1,0
2695,2769,289,113670,0,52,44,1,1,1,0
2696,2770,782,41669,0,44,39,5,1,1,0
2697,2771,2459,85750,0,38,41,1,1,1,0
2698,2772,400,27002,0,68,39,1,1,1,12546
2699,2773,2500,75200,0,44,43,1,1,1,0
2700,2774,366,12768,0,60,39,4,2,2,0
2701,2775,6000,117619,0,50,46,1,1,1,0
2702,2776,800,114500,0,32,46,1,1,1,0
2703,2777,650,85000,0,29,43,7,1,1,0
2704,2778,100,27280,0,64,39,4,1,2,9864
2705,2779,650,118400,0,27,42,1,2,1,0
2706,2780,0,43000,0,24,39,7,2,1,0
2707,2781,0,37900,0,21,39,7,2,2,0
2708,2782,1800,90016,0,47,39,1,1,2,0
2709,2783,1200,55500,0,37,40,1,1,1,0
2710,2784,1400,63630,0,31,39,1,1,2,0
2711,2785,1056,34418,0,42,40,1,1,1,0
2712,2786,1515,55000,0,32,33,3,3,1,0
2713,2787,600,10900,0,44,39,5,1,2,0
2714,2788,0,12000,0,23,40,7,1,1,0
2715,2789,2368,41282,5096,44,33,5,1,2,0
2716,2790,0,15880,0,51,34,5,1,2,0
2717,2791,2841,42500,0,34,38,1,1,1,0
2718,2792,0,12600,0,20,37,1,1,2,0
2719,2793,0,27385,0,26,40,7,1,2,0
2720,2794,0,15300,0,39,31,7,1,1,0
2721,2795,400,11000,0,38,39,6,1,2,0
2722,2796,799,95637,0,71,34,1,1,1,4920
2723,2797,703,40452,3172,40,42,5,1,2,0
2724,2798,1619,42372,1100,39,42,7,1,2,0
2725,2799,0,16800,0,27,33,1,1,2,0
2726,2800,1733,52875,0,56,43,1,1,1,0
2727,2801,0,7000,0,50,43,5,1,1,0
2728,2802,1400,38600,3600,42,39,5,1,1,0
2729,2803,0,29853,0,41,40,6,1,1,0
2730,2804,0,43028,0,48,32,1,1,1,0
2731,2805,1500,38516,0,74,39,1,1,1,14502
2732,2806,5000,33762,0,32,35,1,1,1,0
2733,2807,656,12865,0,42,32,1,1,1,0
2734,2808,0,45000,0,28,39,1,1,1,0
2735,2809,150,30000,0,58,39,1,1,2,0
2736,2810,0,21699,0,79,33,4,1,1,10194
2737,2811,0,45316,0,49,39,1,1,1,0
2738,2812,475,15798,0,57,39,1,1,1,8646
2739,2813,400,24202,0,64,36,1,1,1,7944
2740,2814,0,39730,0,52,44,7,1,2,0
2741,2815,500,56900,0,41,40,1,4,1,0
2742,2816,0,17000,0,28,35,1,1,2,0
2743,2817,3000,32900,0,31,40,7,1,2,0
2744,2818,1422,69688,0,40,44,1,1,2,0
2745,2819,0,26650,0,25,34,7,1,1,0
2746,2820,563,24500,0,62,33,4,1,2,0
2747,2821,0,34000,0,24,40,7,1,1,0
2748,2822,0,1,0,52,34,6,1,1,0
2749,2823,0,19000,0,51,32,7,1,1,0
2750,2824,2800,123001,0,53,43,1,1,2,0
2751,2825,0,34047,3600,31,41,1,1,2,0
2752,2826,1150,75000,0,54,40,1,1,1,0
2753,2827,0,33522,0,67,39,5,1,2,2058
2754,2828,0,21000,0,32,39,1,1,1,0
2755,2829,914,113500,0,42,40,1,1,1,0
2756,2830,1500,23710,0,42,34,6,1,2,0
2757,2831,1100,144558,0,43,40,1,1,2,0
2758,2832,0,18206,0,25,39,1,1,2,0
2759,2833,0,13000,0,24,33,1,1,1,0
2760,2834,0,37000,0,26,39,1,1,1,0
2761,2835,565,25852,0,76,36,1,1,2,4746
2762,2836,0,38215,0,42,39,1,1,1,0
2763,2837,3000,60000,0,26,39,1,1,2,0
2764,2838,980,55000,0,33,37,1,1,1,0
2765,2839,880,44000,0,42,37,1,1,1,0
2766,2840,2000,60442,0,46,44,4,1,1,0
2767,2841,200,77986,0,58,33,4,1,2,14946
2768,2842,130,19580,1200,39,40,5,1,2,0
2769,2843,0,39000,0,28,40,1,1,1,0
2770,2844,1440,34782,0,39,39,1,1,1,0
2771,2845,1468,150500,0,33,40,1,1,2,0
2772,2846,0,62115,0,43,44,7,1,1,0
2773,2847,0,47900,0,20,41,7,1,2,0
2774,2848,0,52080,0,38,39,1,1,1,0
2775,2849,0,30000,0,35,39,7,1,2,0
2776,2850,2557,24000,0,48,39,1,2,1,0
2777,2851,3600,179067,0,33,43,7,1,2,0
2778,2852,500,62000,0,42,38,6,1,2,0
2779,2853,0,62375,0,59,42,4,1,2,0
2780,2854,0,63100,0,29,39,1,1,1,0
2781,2855,570,32000,0,36,39,7,1,1,0
2782,2856,0,49155,0,43,41,5,1,2,0
2783,2857,434,127359,0,68,43,1,1,1,0
2784,2858,230,37428,0,59,32,4,1,2,0
2785,2859,0,248224,1200,26,37,7,1,2,0
2786,2860,810,96900,0,43,39,1,1,1,0
2787,2861,844,25000,0,39,33,1,1,1,0
2788,2862,0,24380,0,30,33,1,1,2,0
2789,2863,0,28000,0,32,37,1,1,1,0
2790,2864,0,55500,0,34,33,1,1,1,0
2791,2865,0,23800,0,33,35,1,1,1,0
2792,2866,620,26749,0,49,32,1,1,1,0
2793,2867,18149,85000,0,53,46,7,1,1,0
2794,2868,0,22000,0,28,39,7,1,1,0
2795,2869,0,42000,0,37,33,1,1,2,0
2796,2870,1600,82200,0,61,43,1,1,1,0
2797,2871,0,36000,0,45,39,1,1,1,0
2798,2872,600,36613,0,44,37,1,1,1,8946
2799,2873,0,37000,0,22,38,1,1,2,0
2800,2874,353,35000,0,25,40,1,1,2,0
2801,2875,312,69292,0,68,39,1,1,1,5346
2802,2876,0,8000,0,39,39,6,1,2,0
2803,2877,0,23480,0,35,36,1,1,1,0
2804,2878,0,55300,4300,34,37,1,1,2,0
2805,2879,1245,62680,0,55,41,1,1,1,0
2806,2880,1300,35000,0,42,39,1,1,1,0
2807,2881,0,18891,0,26,33,1,1,1,0
2808,2882,0,19000,0,45,33,1,1,1,0
2809,2883,900,48710,0,50,40,5,1,2,0
2810,2884,0,20800,800,46,40,5,1,2,0
2811,2885,0,40600,0,65,36,1,1,1,9000
2812,2886,1000,26532,0,85,34,4,1,1,8886
2813,2887,0,66079,0,39,39,7,1,1,0
2814,2888,800,5936,0,60,37,1,1,1,0
2815,2889,0,40000,0,26,39,7,1,1,0
2816,2890,0,49160,0,17,34,7,1,1,0
2817,2891,0,3336,0,33,36,6,1,2,0
2818,2892,0,12216,0,53,39,5,1,2,0
2819,2893,360,18663,0,59,36,1,1,1,11004
2820,2894,580,27246,0,56,41,1,1,1,0
2821,2895,175,24055,0,69,40,1,1,1,0
2822,2896,0,18000,0,90,40,4,1,2,0
2823,2897,257,10200,0,65,33,1,1,1,0
2824,2898,1500,16082,0,51,40,7,1,2,0
2825,2899,1224,133241,0,45,40,1,1,1,0
2826,2900,900,76261,0,31,43,1,1,1,0
2827,2901,0,59000,0,31,39,7,1,2,0
2828,2902,600,42000,0,30,37,1,1,1,0
2829,2903,1800,70500,0,37,43,1,1,1,0
2830,2904,950,30720,0,42,37,1,1,1,0
2831,2905,0,50160,0,29,39,3,1,1,0
2832,2906,327,18800,0,47,38,1,1,1,4800
2833,2907,2000,90800,0,56,34,4,1,2,0
2834,2908,700,32400,0,72,35,1,1,1,14400
2835,2909,1687,25000,0,59,41,1,1,1,0
2836,2910,0,7032,0,24,33,6,1,2,0
2837,2911,0,39223,0,27,40,1,2,1,0
2838,2912,210,75439,0,51,43,1,1,1,0
2839,2913,1728,13129,0,73,39,7,1,2,0
2840,2914,376,16000,0,25,43,7,1,2,0
2841,2915,0,29800,0,26,43,1,1,1,0
2842,2916,0,48250,0,47,35,1,1,2,0
2843,2917,0,13200,0,23,32,1,1,2,0
2844,2918,0,32100,0,58,39,1,1,1,0
2845,2919,15,57034,0,32,41,1,1,1,0
2846,2920,40,45288,0,34,39,7,1,1,0
2847,2921,0,17600,0,19,37,5,1,2,0
2848,2922,846,74701,0,38,42,1,1,2,0
2849,2923,0,37500,0,25,34,7,1,1,0
2850,2924,1200,29090,0,29,39,1,1,1,0
2851,2925,1052,25790,0,25,39,1,1,2,0
2852,2926,0,9004,0,23,33,3,1,2,0
2853,2927,602,34890,0,64,42,7,1,1,8778
2854,2928,1200,60000,0,39,31,5,1,1,0
2855,2929,0,87822,0,41,39,1,1,1,0
2856,2930,0,90500,0,31,43,7,1,2,0
2857,2931,1200,66479,0,36,40,1,1,1,0
2858,2932,980,68512,0,42,33,1,1,1,0
2859,2933,1920,42676,0,50,43,1,1,1,0
2860,2934,660,81820,0,46,39,1,1,1,0
2861,2935,0,4470,4020,38,39,6,1,2,0
2862,2936,1500,46000,0,26,40,1,1,1,0
2863,2937,0,24113,0,28,40,7,1,1,0
2864,2938,0,42089,0,24,40,7,1,2,0
2865,2939,0,45833,0,50,33,3,1,1,0
2866,2940,0,15980,0,36,40,5,1,2,0
2867,2941,1700,17280,0,31,35,1,1,1,0
2868,2942,0,107000,0,52,41,5,1,2,0
2869,2943,400,67380,0,69,43,1,1,2,4470
2870,2944,0,72148,0,56,44,5,1,1,0
2871,2945,0,40100,0,26,39,7,1,1,0
2872,2946,0,73640,0,40,42,1,1,1,0
2873,2947,9997,31692,0,61,39,1,1,2,14346
2874,2948,0,5524,0,21,40,7,3,2,0
2875,2949,0,32024,0,42,39,5,1,2,0
2876,2950,175,27000,0,69,39,5,1,1,3000
2877,2951,0,8600,1800,23,36,1,1,2,0
2878,2952,0,16201,133,24,40,5,1,2,0
2879,2953,0,28195,0,71,31,1,1,1,10194
2880,2954,0,46000,0,52,39,1,1,2,0
2881,2955,1350,91074,0,58,43,1,1,1,0
2882,2956,1200,3380,0,37,33,1,1,1,0
2883,2957,170,33106,0,64,41,1,1,1,10668
2884,2958,2500,99017,0,44,43,1,1,1,0
2885,2959,0,3000,0,39,39,6,1,2,0
2886,2960,692,75200,0,50,43,1,1,1,0
2887,2961,0,37600,3600,35,40,5,3,2,0
2888,2962,0,9792,0,23,39,7,1,1,0
2889,2963,0,42300,0,30,40,1,1,1,0
2890,2964,314,6000,0,31,39,7,1,2,0
2891,2965,700,27975,0,58,39,1,1,1,0
2892,2966,13,16000,0,24,40,7,1,1,0
2893,2967,1200,85556,0,44,40,1,1,1,0
2894,2968,600,22487,0,50,42,4,1,2,0
2895,2969,0,17855,0,78,40,1,1,1,10584
2896,2970,178,6906,0,54,43,4,1,1,5454
2897,2971,1458,49600,0,43,44,7,1,1,0
2898,2972,0,4500,500,38,39,7,1,2,0
2899,2973,0,28327,0,44,39,7,1,2,0
2900,2974,0,45855,0,25,37,7,1,1,0
2901,2975,3659,153136,0,73,46,1,1,1,17346
2902,2976,900,62526,0,77,39,4,1,2,11826
2903,2977,7600,244179,0,56,46,5,1,1,0
2904,2978,0,78260,0,48,37,1,1,1,0
2905,2979,1600,34140,0,36,31,1,4,1,0
2906,2980,1400,73114,0,39,39,1,1,2,0
2907,2981,0,6820,0,87,34,4,1,2,6720
2908,2982,1200,9603,0,90,38,4,1,2,9600
2909,2983,562,63040,0,35,39,5,1,1,0
2910,2984,540,85751,0,24,40,1,1,1,0
2911,2985,0,3426,0,27,43,7,1,1,0
2912,2986,0,27822,0,27,43,7,1,2,0
2913,2987,2500,33800,0,50,44,7,1,2,0
2914,2988,0,86402,0,87,39,1,1,1,14898
2915,2989,3075,20301,0,82,39,4,1,2,17044
2916,2991,0,25692,0,35,39,5,1,2,0
2917,2992,1000,93056,0,41,44,7,1,1,0
2918,2993,1360,71500,0,30,43,1,1,1,0
2919,2994,1000,147637,0,51,44,1,1,2,0
2920,2995,0,27000,0,24,36,1,1,2,0
2921,2996,1400,92025,0,42,43,1,1,1,0
2922,2997,1956,36600,3600,36,41,5,1,2,0
2923,2998,1313,70056,0,60,39,1,1,1,0
2924,2999,10395,1773,0,81,40,4,1,1,0
2925,3000,751,85319,0,25,40,1,1,1,0
2926,3001,1825,65238,0,48,40,1,1,1,0
2927,3002,0,12400,0,44,44,1,1,1,0
2928,3003,2734,68100,3600,35,41,1,1,2,0
2929,3004,120,10200,0,52,39,7,1,2,0
2930,3005,1338,20346,0,86,44,4,1,1,8466
2931,3007,0,93061,0,45,42,1,1,1,0
2932,3008,2307,72850,0,44,42,1,1,1,0
2933,3009,157,32793,0,37,44,7,1,2,0
2934,3010,0,39360,0,38,40,6,4,1,0
2935,3011,1100,76100,0,54,44,1,1,1,0
2936,3012,938,40130,0,63,44,1,1,1,0
2937,3013,0,21910,0,26,40,6,1,2,0
2938,3014,450,70095,0,54,40,1,1,1,0
2939,3015,1500,50411,0,53,42,1,1,1,0
2940,3016,1250,121584,0,47,46,5,1,2,0
2941,3017,1100,88300,0,59,44,1,1,1,0
2942,3018,0,142500,0,27,40,7,1,1,0
2943,3019,2827,29304,0,59,39,1,1,2,6102
2944,3020,1500,16800,0,61,39,1,1,1,0
2945,3021,984,44800,4800,38,39,5,1,2,0
2946,3022,450,98000,0,49,40,5,1,1,0
2947,3024,0,15844,0,81,39,4,1,2,11346
2948,3025,0,18403,3900,36,36,6,1,2,0
2949,3026,0,132306,0,34,43,7,1,1,0
2950,3027,0,64080,0,47,39,5,2,1,0
2951,3028,900,66000,0,36,33,1,1,2,0
2952,3029,700,125200,0,34,43,1,1,1,0
2953,3030,1534,17600,0,53,39,5,1,2,0
2954,3031,120,37184,0,70,40,1,1,1,12870
2955,3032,0,51050,3480,46,43,5,1,2,0
2956,3033,0,15005,0,25,43,7,1,2,0
2957,3034,0,27000,0,30,40,1,1,1,0
2958,3035,1036,36200,0,53,43,5,1,2,0
2959,3036,350,73002,0,53,40,3,1,1,0
2960,3037,0,66002,0,39,36,1,1,2,0
2961,3038,67,16692,0,75,40,1,1,1,11346
2962,3039,1200,96750,0,28,43,1,1,1,0
2963,3040,229,25528,0,74,43,1,1,1,9522
2964,3041,1360,19704,0,26,39,7,1,1,0
2965,3042,550,33400,0,49,40,5,1,1,0
2966,3043,250,3200,0,42,39,5,1,1,0
2967,3044,571,32000,0,36,40,1,1,1,0
2968,3045,0,35982,0,24,35,7,1,1,0
2969,3046,0,19750,0,37,39,1,1,1,0
2970,3047,0,25000,0,24,39,7,1,2,0
2971,3048,0,30235,0,82,33,4,1,2,11106
2972,3049,0,44000,0,19,40,7,1,2,0
2973,3050,1000,55524,0,89,40,1,1,1,12150
2974,3051,0,8416,0,81,35,4,1,2,7014
2975,3052,1800,125852,0,56,43,1,1,1,0
2976,3053,1978,32540,0,28,45,7,1,2,0
2977,3054,500,26412,0,46,33,1,1,1,0
2978,3055,0,16200,5200,36,41,6,1,2,0
2979,3056,800,28678,0,62,43,5,1,1,0
2980,3057,0,11677,0,62,40,3,1,1,0
2981,3058,0,39000,0,27,40,5,1,1,0
2982,3059,2813,50100,0,44,43,1,1,2,0
2983,3060,1300,42000,0,48,43,1,1,1,0
2984,3061,1319,56100,0,38,43,1,1,2,0
2985,3062,1700,182787,0,37,43,1,1,1,0
2986,3063,1300,45434,0,64,43,4,1,2,0
2987,3064,600,19180,0,82,40,4,1,2,13974
2988,3065,864,28303,0,63,39,4,1,2,5673
2989,3067,3095,58014,0,47,40,1,1,2,0
2990,3068,0,27193,0,35,43,7,1,1,0
2991,3069,0,28072,0,68,34,7,3,2,0
2992,3070,1261,45194,0,29,40,7,1,1,0
2993,3071,2000,80200,0,44,44,1,1,2,0
2994,3072,2024,59292,0,29,41,7,1,2,0
2995,3073,0,6504,4380,25,43,5,1,2,0
2996,3074,600,11919,0,73,35,4,1,2,8262
2997,3075,0,12978,0,39,39,7,1,1,7728
2998,3076,4000,26080,0,68,39,4,1,2,10380
2999,3077,1100,98174,0,60,43,1,1,1,0
3000,3078,351,13484,0,63,39,4,1,2,7896
3001,3079,2800,34452,0,56,41,1,1,1,0
3002,3080,134,9610,0,58,39,6,1,2,0
3003,3081,0,3380,0,17,37,6,4,2,0
3004,3082,1900,39933,0,58,40,5,1,2,0
3005,3083,300,31614,0,62,41,5,1,2,7614
3006,3084,450,17011,0,83,34,1,1,1,9342
3007,3085,0,68452,0,56,43,1,3,1,0
3008,3086,163,3054,0,47,39,1,3,2,0
3009,3087,470,63512,0,41,43,1,1,1,0
3010,3088,1600,130642,0,41,44,1,2,1,0
3011,3089,0,62915,0,36,40,2,2,2,0
3012,3090,0,28607,0,35,40,2,1,2,0
3013,3091,116,27362,0,65,37,1,1,1,9462
3014,3092,2700,66000,0,47,43,5,1,1,0
3015,3093,210,24175,3900,40,41,5,1,2,0
3016,3094,470,26282,0,51,40,5,3,2,0
3017,3095,300,25800,0,43,43,1,3,2,0
3018,3096,1094,16538,0,66,41,5,3,2,534
3019,3097,400,8556,0,84,33,1,1,1,5946
3020,3098,0,54010,0,31,39,5,1,2,0
3021,3099,1012,9982,0,78,36,4,1,2,9882
3022,3100,680,22100,0,39,40,7,1,2,0
3023,3101,0,13000,0,41,39,1,1,1,0
3024,3102,380,2500,0,90,34,7,1,2,0
3025,3103,1200,8424,0,77,37,5,1,2,4146
3026,3104,2000,32020,0,62,39,5,1,2,0
3027,3105,0,15342,0,70,36,4,1,2,4542
3028,3106,280,4619,0,85,34,4,1,2,1722
3029,3107,369,36776,0,75,40,1,1,1,4866
3030,3108,0,66012,0,37,43,5,4,1,0
3031,3109,200,17116,0,50,41,1,1,1,7386
3032,3110,263,30900,0,45,39,1,1,1,14400
3033,3111,0,39220,0,28,40,1,1,1,0
3034,3112,80,43818,0,23,39,7,1,2,0
3035,3113,240,33800,0,55,40,1,1,1,0
3036,3115,300,48041,0,32,39,1,1,2,0
3037,3116,171,87677,0,59,39,4,1,2,0
3038,3117,678,139111,0,70,43,1,1,2,6546
3039,3119,2000,27755,0,78,40,1,1,1,7890
3040,3120,349,23396,0,30,40,1,1,1,0
3041,3121,75,6200,0,77,45,3,1,2,6000
3042,3122,40,27600,0,88,39,4,1,2,6000
3043,3123,500,22952,0,53,44,7,1,1,0
3044,3124,400,121337,0,45,40,1,1,1,0
3045,3125,467,84353,0,64,39,4,1,1,6930
3046,3126,2843,2800,0,41,34,7,1,2,0
3047,3127,980,58000,0,36,36,1,1,1,0
3048,3128,400,37076,0,19,37,7,1,2,0
3049,3129,6111,40020,0,42,40,1,1,2,0
3050,3130,560,33400,0,37,35,1,1,2,0
3051,3131,285,28000,0,33,39,1,1,1,0
3052,3132,600,25384,0,62,39,1,1,1,9124
3053,3133,400,16625,0,82,34,1,1,1,10206
3054,3134,4260,42350,0,43,41,7,1,2,0
3055,3135,2874,167100,0,59,43,1,1,1,0
3056,3136,1600,96616,0,33,40,1,1,2,0
3057,3137,860,73250,0,32,37,1,1,2,0
3058,3138,783,17586,0,69,36,4,2,2,13746
3059,3139,330,32346,0,75,34,4,1,2,8346
3060,3140,574,47830,0,71,39,1,1,1,0
3061,3141,754,4240,0,40,36,5,2,2,0
3062,3142,1000,59054,0,54,39,1,1,1,0
3063,3143,0,3940,0,44,40,5,2,1,0
3064,3144,14,6370,0,61,40,5,1,2,0
3065,3145,1200,197887,0,33,40,5,1,2,0
3066,3146,950,38000,0,39,40,5,1,1,0
3067,3147,67,33732,0,86,42,1,1,1,18546
3068,3148,0,25400,0,35,43,7,1,1,0
3069,3149,583,62310,0,33,41,1,1,1,0
3070,3150,860,43452,6000,48,39,5,1,2,0
3071,3151,400,124334,0,58,40,1,1,1,0
