,Unnamed: 0,tax,income,csp,age,educ,marital,race,sex,ss
1288,1343,400,14346,0,78,34,4,1,1,8946
1289,1344,1454,7868,0,82,39,4,1,2,7746
1290,1345,2314,22260,0,69,39,4,1,2,10146
1291,1346,0,57766,0,61,44,7,1,1,14466
1292,1347,231,15734,0,74,39,4,1,2,9174
1293,1348,0,35500,0,23,37,1,1,1,0
1294,1349,0,13400,0,33,43,7,1,1,0
1295,1350,0,16096,0,21,40,7,1,1,0
1296,1351,0,34214,0,21,40,7,1,1,0
1297,1352,0,11872,0,22,35,7,1,2,0
1298,1354,0,18799,0,23,40,7,1,2,0
1299,1355,2400,84212,0,54,40,1,1,1,0
1300,1356,640,32624,0,61,39,1,1,1,0
1301,1357,460,50285,0,43,43,7,1,1,0
1302,1358,0,23401,0,35,42,5,1,2,0
1303,1359,126,32910,0,47,43,1,1,1,0
1304,1360,1600,66500,0,55,43,1,4,1,0
1305,1361,0,26057,0,31,39,6,1,2,0
1306,1363,65,50342,0,46,39,1,1,1,0
1307,1364,488,39060,0,76,44,1,1,1,7830
1308,1365,0,13824,0,76,31,4,1,2,10782
1309,1366,0,2877,0,65,37,5,2,1,2377
1310,1367,3600,107396,0,49,42,1,1,2,0
1311,1368,1318,58000,0,36,40,1,1,1,0
1312,1369,0,55661,23917,29,41,5,1,2,0
1313,1370,0,14175,0,40,35,1,1,1,0
1314,1371,0,70400,0,19,35,7,1,1,0
1315,1372,40,24546,0,60,40,4,1,2,9546
1316,1373,1300,42754,0,49,43,1,1,1,0
1317,1374,1968,29515,0,48,40,7,1,1,0
1318,1375,5133,69621,0,52,39,1,1,1,0
1319,1376,2132,103876,0,38,43,1,1,2,0
1320,1377,2500,92000,0,41,43,1,1,1,0
1321,1378,1350,115520,0,33,43,1,1,1,0
1322,1379,0,25062,0,69,43,5,2,2,10662
1323,1380,4000,29976,0,86,39,3,1,1,9600
1324,1381,0,9744,0,25,39,6,1,2,5766
1325,1382,4200,153000,0,30,44,1,1,1,0
1326,1383,1000,27651,0,58,43,1,1,2,0
1327,1384,170,58303,2460,38,39,5,1,2,0
1328,1385,35,38711,0,76,39,1,1,1,6486
1329,1386,3443,166172,0,60,42,1,1,2,0
1330,1387,837,37140,0,33,39,1,1,1,0
1331,1388,872,47072,0,33,44,1,1,1,0
1332,1389,670,140283,0,41,40,1,1,1,0
1333,1390,950,50108,0,47,41,1,1,1,0
1334,1392,1300,61800,0,45,39,1,1,2,0
1335,1393,0,8934,0,81,39,4,1,2,8754
1336,1394,0,44720,0,44,39,1,1,1,0
1337,1395,1900,43448,0,71,39,4,1,1,11442
1338,1396,0,30500,0,49,39,1,1,2,0
1339,1397,1374,31270,0,60,43,7,1,1,0
1340,1398,0,33238,0,43,37,5,1,1,0
1341,1399,0,24959,8065,49,44,5,1,2,0
1342,1400,0,43436,0,60,33,1,1,1,0
1343,1401,0,162666,0,72,45,1,1,1,19746
1344,1402,493,37488,0,58,33,1,1,1,8988
1345,1403,280,241339,0,44,43,1,1,2,0
1346,1404,513,45860,0,49,43,7,2,2,0
1347,1405,0,26437,0,28,39,1,1,2,0
1348,1406,800,15825,0,77,36,4,1,2,12786
1349,1407,1900,61280,0,40,40,1,2,2,0
1350,1408,900,99600,0,45,40,1,1,1,0
1351,1409,583,101956,0,46,43,1,1,1,0
1352,1410,2140,107372,0,45,36,1,1,1,0
1353,1411,1000,47000,0,31,43,1,4,2,0
1354,1412,1648,26962,0,61,39,4,1,2,10860
1355,1413,2300,101015,0,43,40,5,1,1,0
1356,1414,5000,83416,0,40,40,1,1,1,0
1357,1415,5000,111437,0,29,43,1,1,2,0
1358,1416,2400,56900,0,38,43,1,1,1,0
1359,1417,850,93373,0,37,39,1,1,1,0
1360,1418,0,21830,0,19,37,1,1,2,0
1361,1419,0,29000,0,25,40,5,1,2,0
1362,1420,3047,66224,0,45,39,1,1,1,0
1363,1421,1200,117200,0,56,40,5,1,1,0
1364,1422,678,61200,0,30,42,1,1,1,0
1365,1423,450,31359,0,30,39,1,1,2,0
1366,1424,600,63900,0,49,39,5,1,2,0
1367,1425,250,119140,0,34,36,1,1,1,0
1368,1426,1200,207812,0,53,44,1,1,1,0
1369,1427,2400,254739,0,37,45,1,1,2,0
1370,1428,1500,26050,0,79,43,4,1,2,0
1371,1429,714,126214,0,62,46,5,1,1,0
1372,1430,950,13851,2340,45,40,5,1,1,0
1373,1431,900,40100,0,62,43,5,1,1,0
1374,1432,1821,57000,0,61,45,4,1,2,0
1375,1434,1800,56856,0,64,40,1,1,1,13902
1376,1435,3100,12703,0,76,39,4,1,2,10746
1377,1436,0,57406,0,28,41,7,2,2,0
1378,1437,8000,378275,0,60,45,7,1,1,0
1379,1438,0,12000,0,59,39,5,1,1,0
1380,1439,1527,32587,0,29,42,7,1,2,0
1381,1440,0,11751,0,69,36,4,1,2,10146
1382,1441,0,10163,0,43,39,7,1,2,0
1383,1442,0,230339,0,43,45,5,1,1,0
1384,1443,1633,21174,0,73,40,4,1,2,9954
1385,1444,0,20832,0,47,43,7,1,1,0
1386,1445,0,57400,0,31,41,7,1,1,0
1387,1446,0,21900,0,25,43,7,1,2,0
1388,1447,0,66310,0,23,44,1,1,1,0
1389,1448,3000,97000,0,48,40,1,1,1,0
1390,1449,1800,134010,0,50,41,4,1,2,0
1391,1450,0,37015,0,31,43,7,1,1,0
1392,1451,0,63100,0,41,43,7,2,2,0
1393,1452,0,43000,0,36,39,1,1,1,0
1394,1453,0,46096,0,50,39,1,1,1,0
1395,1454,0,12687,0,79,39,4,1,2,12546
1396,1455,0,32768,0,43,36,1,1,2,0
1397,1456,0,34939,0,88,34,4,1,2,11706
1398,1457,0,128558,0,41,39,1,1,1,0
1399,1459,0,70000,0,47,43,5,2,2,0
1400,1461,0,38040,0,37,44,7,1,1,0
1401,1462,0,13532,0,86,35,4,1,1,13506
1402,1463,6200,21108,0,58,43,7,1,2,0
1403,1464,1289,165601,0,51,44,1,1,1,0
1404,1465,1700,130423,0,44,44,7,1,1,0
1405,1466,0,4370,600,40,37,7,2,2,0
1406,1469,2201,10000,0,35,43,1,1,1,0
1407,1470,0,73883,0,31,43,7,4,1,0
1408,1471,1000,20000,0,36,39,7,1,1,0
1409,1472,1400,51036,0,58,44,4,1,2,0
1410,1473,3000,106497,0,70,45,1,1,1,11658
1411,1474,0,31200,0,26,40,7,1,1,0
1412,1475,3000,150159,0,59,44,1,1,1,0
1413,1476,977,221376,0,36,44,1,1,1,0
1414,1477,0,22034,0,24,40,7,1,2,0
1415,1478,0,24762,0,60,39,5,1,1,0
1416,1479,3443,271654,0,57,40,1,1,1,0
1417,1480,1925,34692,0,68,39,1,1,1,9906
1418,1481,1257,58306,0,42,39,7,1,1,0
1419,1482,500,42143,0,37,43,7,1,2,0
1420,1483,1200,19830,0,75,34,4,1,2,15030
1421,1484,625,45000,0,26,39,1,1,2,0
1422,1485,1490,50300,0,52,39,1,1,2,0
1423,1486,950,72010,0,56,42,5,2,2,0
1424,1487,950,83586,0,71,40,4,1,2,9906
1425,1488,157,37974,0,75,39,1,1,1,10704
1426,1489,2200,13494,0,75,39,4,1,2,10146
1427,1490,1790,57015,0,45,41,4,1,2,0
1428,1491,1800,101056,0,32,43,1,1,2,0
1429,1492,450,20066,0,67,39,1,1,1,0
1430,1493,0,65450,0,32,43,5,1,1,0
1431,1494,0,124750,0,31,40,1,1,2,0
1432,1495,460,32036,0,74,35,1,1,1,11178
1433,1496,0,24350,0,25,44,7,4,1,0
1434,1498,750,70100,0,51,40,5,1,1,0
1435,1499,750,31116,0,54,39,1,1,1,7712
1436,1500,0,9006,0,49,39,5,1,1,8382
1437,1501,0,56615,0,45,36,3,1,2,0
1438,1502,0,22378,0,62,35,4,1,2,8136
1439,1503,1200,79106,0,57,39,1,1,1,0
1440,1504,1500,122900,0,51,39,1,1,2,0
1441,1505,1500,93103,0,60,34,1,1,2,0
1442,1506,1058,147688,0,68,43,1,1,1,0
1443,1507,769,15810,0,85,38,4,1,1,11346
1444,1508,1100,23304,0,74,36,1,1,1,11106
1445,1509,300,28150,0,64,35,1,1,1,0
1446,1511,900,17040,0,81,37,1,1,1,8946
1447,1512,0,9840,0,80,34,7,1,1,6660
1448,1513,300,16976,0,80,34,4,1,2,9600
1449,1514,0,53225,0,49,43,5,1,1,0
1450,1515,0,90500,0,36,44,1,1,1,0
1451,1516,1400,200200,0,35,43,1,4,1,0
1452,1517,7100,242369,0,39,45,1,1,1,0
1453,1518,0,665,0,23,43,7,4,2,0
1454,1519,0,14000,0,40,34,1,1,1,0
1455,1520,300,118562,0,52,40,1,1,1,0
1456,1521,0,142470,0,53,40,1,1,1,0
1457,1522,0,39550,0,29,40,1,1,1,0
1458,1523,304,45310,0,47,39,1,1,1,0
1459,1524,0,20003,0,32,44,5,1,2,0
1460,1525,3028,23381,0,71,40,5,1,2,7134
1461,1526,2880,63854,0,53,39,1,1,1,0
1462,1527,641,70040,0,25,39,1,1,2,0
1463,1528,1250,64722,0,35,41,1,1,1,0
1464,1529,100,1500,0,54,39,1,1,1,0
1465,1530,1000,46254,0,40,39,1,1,1,0
1466,1531,2300,21967,0,73,40,5,1,2,8706
1467,1532,0,29292,0,73,40,1,1,2,12546
1468,1533,3800,68173,0,45,40,1,1,1,0
1469,1535,0,37455,2400,30,41,5,1,2,0
1470,1536,711,20000,0,42,44,1,1,1,0
1471,1537,5500,67616,0,41,43,1,1,1,0
1472,1538,2400,83050,0,36,40,1,1,1,0
1473,1539,0,75195,0,54,39,1,1,1,0
1474,1540,470,43150,825,43,43,7,1,2,0
1475,1541,2347,31384,0,45,39,7,1,1,0
1476,1542,1296,126810,0,55,40,1,1,2,0
1477,1543,403,38001,0,61,39,4,1,2,0
1478,1544,109,35368,0,88,39,1,1,1,12426
1479,1545,0,62202,0,30,40,1,4,1,0
1480,1546,1553,104100,0,30,43,1,1,2,0
1481,1547,0,30250,0,27,40,7,1,2,0
1482,1548,2346,82000,0,39,43,1,1,2,0
1483,1549,300,49560,0,46,43,1,1,1,0
1484,1550,757,86020,0,56,39,1,1,2,0
1485,1551,0,39600,0,35,39,1,1,1,0
1486,1552,0,15045,0,48,39,5,1,1,5500
1487,1553,2273,39015,0,25,43,7,1,2,0
1488,1554,1250,94866,0,58,43,1,1,1,0
1489,1555,0,30250,0,22,43,7,1,2,0
1490,1556,0,29392,0,21,40,7,1,2,0
1491,1557,0,37687,0,79,43,4,1,2,21000
1492,1558,800,50565,0,49,43,7,1,2,0
1493,1559,1540,10511,0,90,40,4,1,2,5346
1494,1560,0,15142,1500,45,40,5,1,2,0
1495,1561,0,36165,0,23,40,1,1,1,0
1496,1562,0,41160,4200,38,39,1,1,2,0
1497,1563,0,14503,0,28,43,7,1,2,0
1498,1564,0,84187,0,88,43,4,1,2,4278
1499,1565,1800,94504,0,43,40,1,2,1,0
1500,1566,900,39245,0,48,41,5,1,1,5346
1501,1567,1203,48200,0,24,40,1,1,1,0
1502,1568,1500,186037,0,60,39,1,1,2,0
1503,1569,300,24000,0,34,39,1,1,1,0
1504,1570,650,71700,3600,34,40,1,1,2,0
1505,1571,0,48072,0,51,43,5,1,2,0
1506,1572,2108,78300,0,48,40,1,1,2,0
1507,1573,0,29000,0,28,43,7,1,2,0
1508,1574,370,65050,0,42,40,1,1,2,0
1509,1575,473,45400,0,45,41,5,1,1,0
1510,1576,0,50700,0,29,45,7,1,1,0
1511,1577,0,64432,0,55,39,1,1,1,0
1512,1578,0,9000,0,35,44,6,4,2,0
1513,1579,0,40000,0,40,40,5,2,1,0
1514,1580,2300,99360,0,29,44,1,1,1,0
1515,1581,1032,64774,0,74,39,5,1,2,6774
1516,1582,77,30116,0,68,40,4,1,2,10194
1517,1583,50,15402,0,79,34,1,1,1,9510
1518,1584,3600,78600,0,32,43,1,1,2,0
1519,1585,1058,40026,0,24,37,7,1,2,0
1520,1586,1417,20233,0,51,40,7,1,2,0
1521,1587,0,26818,0,18,39,7,1,2,0
1522,1588,700,44003,0,55,44,4,1,2,0
1523,1589,5800,133051,0,57,46,1,1,1,0
1524,1590,1800,74492,0,37,46,1,1,1,0
1525,1591,1976,66443,0,40,39,5,1,1,0
1526,1592,0,10320,0,24,39,1,1,2,0
1527,1593,924,73659,0,52,44,5,2,2,0
1528,1594,499,67008,0,70,39,1,1,1,10800
1529,1595,400,102000,0,40,39,1,1,1,0
1530,1596,0,20020,0,21,43,7,1,1,0
1531,1597,0,6468,0,63,37,6,2,2,0
1532,1598,800,60780,0,54,44,1,1,1,0
1533,1599,2368,89500,0,60,39,1,1,1,0
1534,1600,950,61040,0,49,40,7,2,2,0
1535,1601,0,3774,0,22,36,7,2,2,0
1536,1602,0,214,0,23,43,7,2,2,0
1537,1603,1300,98127,0,48,40,1,1,1,0
1538,1604,2319,99101,0,25,43,1,1,2,0
1539,1605,0,33000,0,40,39,1,2,2,0
1540,1606,1704,58325,0,37,43,1,1,2,0
1541,1607,0,40276,276,47,43,6,2,2,0
1542,1608,2000,13725,0,85,37,4,1,2,10705
1543,1609,1400,50200,0,38,43,5,1,2,0
1544,1610,1820,127600,0,50,42,1,1,1,0
1545,1611,1540,91500,0,45,39,1,1,1,0
1546,1612,1900,67040,0,26,42,1,1,2,0
1547,1613,1200,52060,6480,36,39,6,1,2,0
1548,1614,866,47180,0,27,39,1,1,1,0
1549,1615,360,25764,0,67,39,1,1,2,4920
1550,1616,2050,43324,0,82,34,1,1,1,10218
1551,1617,0,27157,0,28,46,7,2,2,0
1552,1618,1200,15401,0,74,37,4,1,2,11546
1553,1619,0,31202,0,22,43,7,1,1,0
1554,1620,0,17445,0,76,37,4,1,1,10146
1555,1621,3200,33212,0,71,38,1,1,2,0
1556,1622,2300,17400,0,57,40,5,1,2,0
1557,1623,6000,34400,0,79,35,4,1,2,7900
1558,1624,0,91886,0,56,40,1,1,2,0
1559,1625,726,138038,0,59,40,1,1,1,0
1560,1626,56,24344,0,65,43,1,1,1,9908
1561,1627,526,47535,0,33,41,1,1,1,0
1562,1628,226,18828,0,73,43,1,1,2,8346
1563,1629,0,24000,0,51,39,5,1,1,0
1564,1630,0,16275,0,76,40,4,1,2,16146
1565,1631,1000,101262,0,43,43,1,1,2,0
1566,1632,3443,83850,0,57,40,1,1,2,0
1567,1633,1200,55060,0,32,43,1,1,2,0
1568,1634,2776,79000,0,37,39,1,1,1,0
1569,1635,838,42610,0,40,34,1,1,2,0
1570,1637,1850,116884,0,47,43,1,1,1,0
1571,1638,2226,37992,0,82,39,1,1,1,17346
1572,1639,3750,97670,0,34,43,1,1,1,0
1573,1640,500,66652,0,53,44,1,1,1,0
1574,1641,1729,105730,0,40,44,1,1,1,0
1575,1642,1840,65400,0,44,43,1,1,2,0
1576,1643,818,116818,0,34,43,5,1,1,0
1577,1644,3700,20405,0,48,38,1,1,2,0
1578,1645,2500,37511,0,56,39,4,1,1,0
1579,1646,1158,72337,0,33,43,1,1,1,0
1580,1647,350,63790,0,43,40,1,2,2,0
1581,1648,0,52940,0,41,39,1,1,1,0
1582,1649,2678,48004,0,35,40,1,1,1,0
1583,1650,2000,40194,0,67,41,1,1,1,14004
1584,1651,910,54842,0,68,36,4,1,2,9126
1585,1652,400,113303,0,52,39,1,1,1,0
1586,1653,0,15759,0,78,37,6,1,2,10926
1587,1654,3500,86100,0,45,43,1,1,1,0
1588,1655,800,96070,3120,36,42,1,1,2,0
1589,1656,960,62710,0,44,40,1,1,1,0
1590,1657,1100,105316,0,52,41,1,1,2,0
1591,1658,0,44506,0,27,44,7,2,2,0
1592,1659,0,18260,4792,33,40,5,1,2,0
1593,1660,506,9414,0,80,33,4,1,2,7626
1594,1661,1300,102050,0,57,39,1,1,1,0
1595,1662,512,183590,0,64,43,1,1,1,0
1596,1663,395,26264,0,87,40,1,1,1,14016
1597,1664,600,30458,0,71,40,1,1,1,13962
1598,1665,512,106212,0,51,40,1,1,1,0
1599,1666,622,24546,0,42,40,7,1,1,0
1600,1667,0,18478,0,67,34,4,2,2,8478
1601,1668,0,59015,0,36,40,1,2,1,0
1602,1669,0,50007,0,27,41,1,2,1,0
1603,1670,550,48006,0,35,39,1,1,1,0
1604,1671,0,40610,0,30,39,1,1,1,0
1605,1672,512,85258,0,53,42,1,1,1,0
1606,1673,0,39000,0,38,39,1,1,1,0
1607,1674,0,64210,0,72,36,1,1,1,13146
1608,1675,350,71251,0,57,40,1,1,2,0
1609,1676,3384,392739,0,49,45,1,1,1,0
1610,1677,3600,105000,0,43,43,1,1,2,0
1611,1678,1400,34389,0,42,40,7,1,2,0
1612,1679,5000,81770,0,28,40,1,1,1,0
1613,1680,6500,59733,0,60,39,1,1,1,0
1614,1681,3224,123838,0,72,44,1,1,1,15594
1615,1682,0,45262,0,28,42,7,1,2,0
1616,1683,600,43000,0,34,38,1,1,1,0
1617,1684,1700,52911,0,50,39,1,1,1,0
1618,1685,2000,67611,0,47,42,1,1,2,0
1619,1686,0,10649,0,68,33,4,1,2,5106
1620,1687,3500,47000,0,41,38,1,1,1,0
1621,1688,0,118424,0,39,43,1,1,1,0
1622,1689,3500,98862,0,51,43,5,1,2,0
1623,1690,0,48013,0,50,39,5,1,1,0
1624,1691,4000,82900,0,48,40,3,1,2,0
1625,1692,0,9125,0,75,40,4,1,1,9096
1626,1693,0,10330,0,61,39,1,1,1,2770
1627,1695,0,14376,0,49,39,7,2,1,7188
1628,1696,0,79324,0,25,39,1,1,1,0
1629,1697,1800,54704,0,50,40,1,1,1,0
1630,1698,0,43130,0,47,46,1,1,1,0
1631,1699,0,14088,600,33,36,7,1,2,0
1632,1700,0,5586,0,85,32,5,2,2,3066
1633,1701,0,100247,0,46,43,7,1,2,0
1634,1702,5000,72076,0,26,40,1,4,1,0
1635,1703,0,37166,0,83,39,4,1,1,13362
1636,1704,346,14313,0,72,33,1,1,1,5346
1637,1705,0,61500,0,31,40,1,1,2,0
1638,1706,1073,41000,0,78,39,4,1,1,10800
1639,1707,2745,21902,0,70,39,1,1,2,5646
1640,1708,0,259339,0,39,43,1,1,1,0
1641,1709,0,31800,0,28,40,1,1,1,0
1642,1710,0,6780,0,74,39,4,2,2,0
1643,1711,0,19240,0,41,34,7,2,2,0
1644,1712,0,7680,0,47,38,6,2,1,0
1645,1713,800,68046,0,44,39,1,1,1,0
1646,1714,159,32100,0,53,43,7,1,1,0
1647,1715,0,65519,0,42,43,1,1,2,0
1648,1716,891,25050,0,36,33,1,1,1,0
1649,1717,500,67132,0,28,40,5,1,1,0
1650,1718,550,48014,0,75,41,4,1,1,10500
1651,1719,563,49207,0,83,40,1,1,1,6776
1652,1720,0,25752,0,55,41,4,1,2,0
1653,1721,660,20480,0,36,39,1,1,1,0
1654,1722,0,23141,0,29,44,7,1,2,0
1655,1723,2200,113165,0,46,39,1,1,1,0
1656,1724,1200,72020,0,48,39,1,1,1,0
1657,1725,4400,75742,0,33,39,7,1,2,0
1658,1726,4200,89200,0,33,39,7,1,1,0
1659,1727,0,50550,0,23,43,7,4,1,0
1660,1728,29000,112000,0,35,43,7,1,2,0
1661,1729,10500,101508,0,45,43,1,1,2,0
1662,1730,1600,27050,0,54,40,5,1,2,0
1663,1731,1850,70497,0,43,44,7,4,1,0
1664,1732,900,78260,3456,42,40,7,2,2,0
1665,1733,2400,75292,0,51,40,1,1,1,0
1666,1734,0,50363,360,34,43,7,1,2,0
1667,1735,0,86165,0,31,39,7,1,1,0
1668,1736,2160,12973,0,66,32,4,1,1,9870
1669,1737,1000,90255,0,50,40,5,1,1,0
1670,1738,1300,46814,0,36,41,1,2,2,0
1671,1739,3600,113649,0,50,43,1,4,1,0
1672,1740,0,29008,0,38,39,1,1,2,0
1673,1741,0,36900,0,50,39,5,1,1,0
1674,1742,2500,24462,0,39,43,1,1,1,0
1675,1743,1700,160440,0,57,44,1,1,2,0
1676,1744,2500,100100,0,43,43,1,1,1,0
1677,1745,4700,40000,0,57,36,1,1,1,0
1678,1746,5652,139500,0,52,43,1,1,1,0
1679,1747,3400,345412,0,57,39,5,1,1,0
1680,1748,0,50024,0,58,39,1,2,2,0
1681,1749,835,107933,0,49,43,1,1,1,0
1682,1750,0,16350,0,67,36,4,1,2,7914
1683,1751,2362,49196,0,44,39,1,1,1,0
1684,1752,770,45594,2496,40,40,1,1,2,0
1685,1753,4000,97403,0,47,39,1,1,2,0
1686,1754,3400,139573,0,37,43,7,1,1,0
1687,1755,2050,30815,0,62,40,1,1,2,0
1688,1756,1399,15540,0,58,44,1,1,1,0
1689,1757,0,12752,0,62,34,5,1,2,5946
1690,1758,0,16506,0,65,34,5,1,2,5546
1691,1759,2100,53800,0,47,44,7,1,1,0
1692,1760,1000,59169,0,53,43,1,1,1,0
1693,1761,893,116857,0,33,43,1,1,2,0
1694,1762,513,109946,0,72,41,1,1,1,8946
1695,1763,0,22920,3360,49,39,5,4,2,0
1696,1764,0,47606,0,29,39,1,1,1,0
1697,1765,0,15031,0,39,39,1,1,1,0
1698,1766,550,34209,0,48,40,5,1,2,0
1699,1767,1043,72000,0,49,42,1,1,1,0
1700,1768,1200,66410,0,45,45,1,1,1,0
1701,1769,340,50432,0,31,43,5,1,1,0
1702,1770,0,7300,0,21,40,7,1,2,0
1703,1771,250,57289,0,38,39,1,1,1,0
1704,1772,0,20427,0,71,37,4,1,2,12666
1705,1773,616,31200,0,32,43,7,1,1,0
1706,1774,1500,259874,0,43,39,1,1,1,0
1707,1775,1056,63000,0,54,40,1,1,1,0
1708,1776,2083,59976,0,52,44,1,1,2,0
1709,1777,7754,17200,0,48,40,1,1,1,0
1710,1778,350,65337,0,58,40,1,1,1,0
1711,1779,0,58620,0,51,43,5,1,1,0
1712,1780,1000,75628,0,44,45,1,1,1,0
1713,1781,50,36845,0,50,38,5,1,2,0
1714,1782,0,41300,0,32,43,7,1,2,0
1715,1783,0,46110,0,24,39,7,1,1,0
1716,1784,0,12040,0,19,39,7,1,2,0
1717,1785,0,52032,0,22,40,7,1,2,0
1718,1786,1400,41106,0,41,43,7,1,1,0
1719,1787,0,25150,0,46,39,5,1,1,0
1720,1788,2197,60392,0,37,41,1,1,1,0
1721,1789,1400,9824,0,79,39,4,1,2,9822
1722,1790,1360,72649,0,38,39,1,1,1,0
1723,1791,0,115162,0,39,44,7,1,1,0
1724,1792,0,42185,0,45,37,1,3,1,0
1725,1793,0,50697,0,55,45,7,1,1,0
1726,1794,3000,20773,0,77,39,4,1,2,12546
1727,1795,1800,46175,0,46,39,1,1,1,0
1728,1796,0,66700,0,33,44,7,1,1,0
1729,1797,0,32538,0,39,43,7,1,1,0
1730,1798,2211,280715,0,35,43,1,1,2,0
1731,1799,2500,260113,0,35,44,7,1,1,0
1732,1800,1880,99319,0,44,44,1,1,2,0
1733,1801,2533,117300,0,30,44,1,1,2,0
1734,1802,2100,137000,0,31,43,1,1,1,0
1735,1803,2600,74893,0,42,40,1,1,2,0
1736,1804,1500,98150,0,48,41,1,1,2,0
1737,1805,1200,45684,0,51,44,7,1,2,0
1738,1806,0,35000,0,33,39,5,1,1,0
1739,1807,3609,34030,0,61,39,4,1,2,0
1740,1808,1250,101400,0,55,39,1,1,1,0
1741,1809,0,55080,0,42,40,1,1,1,0
1742,1810,1500,170530,0,57,46,1,1,1,0
1743,1811,3200,38891,0,48,43,7,1,2,0
1744,1812,0,39990,0,27,43,1,1,1,0
1745,1813,0,135962,0,42,44,2,2,2,0
1746,1815,1200,50343,0,24,39,7,1,1,0
1747,1816,0,141038,0,64,45,1,1,1,0
1748,1817,1500,37212,0,45,43,7,1,1,0
1749,1818,1600,93370,0,62,44,1,1,1,0
1750,1819,4200,54595,0,59,44,7,2,2,0
1751,1820,1200,16661,0,50,39,5,2,2,0
1752,1821,6300,119500,0,53,44,7,1,2,0
1753,1822,6750,149000,0,39,43,1,1,2,0
1754,1823,2800,129000,0,57,44,7,1,2,0
1755,1824,1900,20812,0,26,43,6,1,2,0
1756,1825,2300,250039,0,47,43,1,1,1,0
1757,1826,21050,67000,0,42,39,1,1,1,0
1758,1827,2500,84276,0,48,39,1,1,1,0
1759,1828,1420,115725,0,41,40,1,1,1,0
1760,1829,1420,105200,0,41,41,1,1,1,0
1761,1830,18,49347,0,46,43,1,1,2,0
1762,1831,1800,81870,0,44,39,1,1,1,0
1763,1832,336,86000,0,55,39,1,1,2,0
1764,1833,550,47050,0,46,43,7,1,1,0
1765,1834,0,46503,0,52,39,1,1,2,0
1766,1835,0,44100,0,53,43,6,1,2,0
1767,1836,0,19281,0,66,40,5,1,1,10800
1768,1837,160,61132,3552,34,42,1,1,2,0
1769,1838,0,109032,0,39,45,7,1,1,0
1770,1839,600,57920,0,55,44,1,1,1,0
1771,1840,1246,7212,612,30,39,5,1,2,6600
1772,1841,164,21890,0,69,35,1,1,1,5706
1773,1842,25,55369,0,40,42,1,1,2,0
1774,1843,389,10541,0,44,39,5,1,1,0
1775,1845,800,125987,0,57,40,1,1,1,0
1776,1846,1371,105086,0,27,43,1,4,2,0
1777,1847,1396,79348,0,63,44,1,1,1,0
1778,1848,800,86810,0,52,43,1,1,1,0
1779,1849,1117,83683,0,45,40,1,1,1,0
1780,1850,4125,170316,10400,46,43,1,1,1,0
1781,1851,0,61200,0,37,39,1,2,1,0
1782,1852,0,43291,0,44,41,1,1,1,0
1783,1853,0,74383,0,33,39,1,1,1,0
1784,1854,1500,81367,0,52,39,1,1,1,0
1785,1855,1500,50495,0,36,39,1,1,1,0
1786,1856,0,21406,6032,39,40,5,1,2,0
1787,1857,474,63032,0,33,39,1,1,1,0
1788,1858,66,16000,0,53,40,5,1,2,0
1789,1859,4,12033,0,57,39,4,1,2,0
1790,1860,403,28170,0,23,45,1,1,2,0
1791,1861,0,24563,0,40,39,6,1,1,0
1792,1862,800,95030,0,62,43,1,1,1,0
1793,1863,136,65000,0,28,40,1,1,1,0
1794,1864,560,36500,0,28,39,1,1,2,0
1795,1865,2300,85698,0,42,39,1,1,1,0
1796,1866,2300,71500,0,28,40,1,1,1,0
1797,1867,62,30963,0,68,39,4,1,2,4272
1798,1868,3200,137400,0,47,43,1,1,1,0
1799,1869,2500,186096,0,57,46,1,1,1,0
1800,1870,2122,25892,0,83,40,1,1,1,14946
1801,1871,3000,80776,0,50,44,1,1,1,0
1802,1872,0,15080,0,31,39,1,1,1,0
1803,1873,1150,75162,0,57,43,1,1,1,0
1804,1874,2200,367447,0,45,43,1,1,2,0
1805,1875,2200,119125,0,51,45,1,1,1,0
1806,1876,1800,19092,0,78,36,1,1,1,11346
1807,1877,1500,153161,0,58,45,1,1,1,0
1808,1878,0,5328,0,57,33,4,1,2,4128
1809,1879,0,8298,0,88,34,4,1,2,8250
1810,1880,0,11000,0,41,40,6,1,2,0
1811,1881,3400,76200,0,49,40,1,1,1,0
1812,1882,0,56450,0,23,43,7,4,2,0
1813,1883,0,20231,0,68,39,7,2,1,13578
1814,1884,415,41032,0,29,43,7,1,1,0
1815,1885,350,73358,0,48,43,5,1,2,0
1816,1886,1100,76400,0,34,40,1,4,1,0
1817,1887,0,85900,0,47,40,1,1,1,0
1818,1888,900,77012,0,50,40,1,1,1,0
1819,1889,912,73000,0,33,43,1,1,1,0
1820,1890,0,33200,0,31,44,7,2,2,0
1821,1891,45,19700,0,36,40,5,2,2,0
1822,1892,420,19109,400,39,40,7,2,2,0
1823,1893,0,29900,0,47,39,1,1,1,0
1824,1894,460,54225,0,60,37,4,1,2,5125
1825,1895,0,31785,0,27,42,1,1,2,0
1826,1896,119,145372,0,48,40,1,1,1,0
1827,1897,321,6789,0,52,40,7,1,2,0
1828,1898,0,79926,0,57,43,1,1,2,0
1829,1899,1400,52500,0,40,40,1,1,1,0
1830,1900,0,62500,0,26,43,1,1,2,0
1831,1901,2650,43600,0,51,43,1,1,1,0
