Incident Year,Operator,Species Name,Species Quantity,Incident Month,Visibility,Flight Phase
1990,DELTA AIR LINES,GULL,1,1,,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,1,DAY,APPROACH
1990,MILITARY,HORNED LARK,1,1,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,1,,LANDING ROLL
1990,MILITARY,HORNED LARK,1,1,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,1,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,1,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,1,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,2,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,2,DAY,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,2,,
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,2,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,2,DUSK,CLIMB
1990,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,2,,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,2,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,2,NIGHT,APPROACH
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,3,,
1990,SOUTHWEST AIRLINES,GULL,1,3,DAY,DESCENT
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,3,NIGHT,APPROACH
1990,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,3,,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,3,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,3,NIGHT,APPROACH
1990,AMERICAN AIRLINES,MOURNING DOVE,1,3,,
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,3,DUSK,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,3,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,3,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,3,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,3,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,3,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,4,DAY,APPROACH
1990,AMERICAN AIRLINES,GULL,1,4,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,4,DAY,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,4,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,4,NIGHT,APPROACH
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,4,,
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,4,DAY,APPROACH
1990,UNITED AIRLINES,GULL,1,4,DUSK,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,4,NIGHT,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,4,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,4,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,4,NIGHT,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,4,NIGHT,APPROACH
1990,AMERICAN AIRLINES,GULL,1,4,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,4,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,4,NIGHT,APPROACH
1990,AMERICAN AIRLINES,GULL,2-10,4,DAY,APPROACH
1990,AMERICAN AIRLINES,GULL,1,4,NIGHT,DESCENT
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,NIGHT,APPROACH
1990,AMERICAN AIRLINES,GULL,2-10,5,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,NIGHT,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,5,NIGHT,EN ROUTE
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,DAY,
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,5,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,NIGHT,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,DAY,DESCENT
1990,AMERICAN AIRLINES,GULL,1,5,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,5,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,NIGHT,APPROACH
1990,MILITARY,HORNED LARK,1,5,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,CLIMB
1990,SOUTHWEST AIRLINES,GULL,1,5,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,5,NIGHT,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,AMERICAN AIRLINES,GULL,1,5,DAY,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,5,DAY,APPROACH
1990,AMERICAN AIRLINES,GULL,1,5,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,NIGHT,DESCENT
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,CLIMB
1990,MILITARY,COYOTE,1,5,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,NIGHT,APPROACH
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,5,NIGHT,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,5,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,5,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,AMERICAN AIRLINES,MOURNING DOVE,1,5,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,GULL,1,5,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,5,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,,APPROACH
1990,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,5,,
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,5,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,AMERICAN AIRLINES,GULL,1,5,DAY,APPROACH
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,5,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,GULL,1,5,NIGHT,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1990,DELTA AIR LINES,GULL,1,6,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,6,DAY,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,6,DAY,TAKEOFF RUN
1990,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,6,,
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,6,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,GULL,1,6,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,LANDING ROLL
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,6,,
1990,MILITARY,HORNED LARK,1,6,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1990,SOUTHWEST AIRLINES,MOURNING DOVE,1,6,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,6,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,NIGHT,APPROACH
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,6,NIGHT,CLIMB
1990,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,6,,
1990,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,2-10,6,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1990,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,6,,
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DUSK,TAKEOFF RUN
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,6,NIGHT,EN ROUTE
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1990,AMERICAN AIRLINES,GULL,1,6,DAY,CLIMB
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,7,,
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,NIGHT,APPROACH
1990,UNITED AIRLINES,GULL,1,7,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,NIGHT,APPROACH
1990,AMERICAN AIRLINES,GULL,1,7,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,GULL,1,7,DAY,TAKEOFF RUN
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,7,DAY,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAY,TAKEOFF RUN
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,7,,CLIMB
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,7,DAY,CLIMB
1990,FEDEX EXPRESS,GULL,2-10,7,DAWN,APPROACH
1990,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,2-10,7,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,CLIMB
1990,AMERICAN AIRLINES,GULL,1,7,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,NIGHT,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1990,MILITARY,MOURNING DOVE,1,7,DAY,APPROACH
1990,AMERICAN AIRLINES,GULL,2-10,7,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,7,DAY,APPROACH
1990,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,APPROACH
1990,UNITED AIRLINES,GULL,1,7,DAY,TAKEOFF RUN
1990,MILITARY,MOURNING DOVE,1,7,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,CLIMB
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,7,NIGHT,
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,TAKEOFF RUN
1990,SOUTHWEST AIRLINES,GULL,2-10,7,,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,NIGHT,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DUSK,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAY,
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1990,AMERICAN AIRLINES,GULL,1,7,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,7,DAY,APPROACH
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,2-10,7,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,CLIMB
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1990,AMERICAN AIRLINES,GULL,1,8,DAY,CLIMB
1990,AMERICAN AIRLINES,GULL,1,8,DAY,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1990,AMERICAN AIRLINES,GULL,2-10,8,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,NIGHT,CLIMB
1990,AMERICAN AIRLINES,GULL,1,8,DAWN,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAWN,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DUSK,CLIMB
1990,AMERICAN AIRLINES,HORNED LARK,1,8,DAY,APPROACH
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DUSK,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,GULL,2-10,8,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DUSK,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,CLIMB
1990,AMERICAN AIRLINES,GULL,1,8,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,8,DAY,LANDING ROLL
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,CLIMB
1990,AMERICAN AIRLINES,GULL,2-10,8,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,NIGHT,CLIMB
1990,AMERICAN AIRLINES,AMERICAN KESTREL,1,8,DAY,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,8,DAY,TAKEOFF RUN
1990,UNITED AIRLINES,GULL,1,8,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,CLIMB
1990,AMERICAN AIRLINES,MOURNING DOVE,2-10,8,DAY,LANDING ROLL
1990,SOUTHWEST AIRLINES,MOURNING DOVE,2-10,8,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,8,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,NIGHT,APPROACH
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,NIGHT,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,CLIMB
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,8,NIGHT,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1990,MILITARY,MOURNING DOVE,2-10,8,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,DESCENT
1990,UNITED AIRLINES,GULL,2-10,8,DAY,APPROACH
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,8,NIGHT,
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DUSK,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1990,AMERICAN AIRLINES,GULL,1,9,DAY,TAKEOFF RUN
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,2-10,9,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,GULL,1,9,,LANDING ROLL
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,9,,
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,FEDEX EXPRESS,UNKNOWN MEDIUM BIRD,1,9,DAY,DESCENT
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,9,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,9,,
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,LANDING ROLL
1990,SOUTHWEST AIRLINES,MOURNING DOVE,1,9,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,GULL,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,DESCENT
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,CLIMB
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,9,,
1990,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,
1990,AMERICAN AIRLINES,GULL,2-10,9,DAY,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,9,NIGHT,TAKEOFF RUN
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,9,DAY,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,LANDING ROLL
1990,SOUTHWEST AIRLINES,MOURNING DOVE,2-10,9,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,9,NIGHT,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,MOURNING DOVE,1,9,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,CLIMB
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DUSK,APPROACH
1990,AMERICAN AIRLINES,GULL,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,GULL,2-10,9,DAY,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,TAKEOFF RUN
1990,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,LANDING ROLL
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,2-10,9,,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,9,DAY,LANDING ROLL
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,CLIMB
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,TAKEOFF RUN
1990,AMERICAN AIRLINES,GULL,1,9,DAY,APPROACH
1990,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,9,DAY,APPROACH
1990,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,DESCENT
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,10,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,10,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,10,NIGHT,CLIMB
1990,MILITARY,UNKNOWN MEDIUM BIRD,2-10,10,NIGHT,APPROACH
1990,UNITED AIRLINES,GULL,2-10,10,DAY,LANDING ROLL
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,10,NIGHT,LANDING ROLL
1990,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,10,,TAKEOFF RUN
1990,MILITARY,UNKNOWN MEDIUM BIRD,1,10,DAY,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,10,NIGHT,APPROACH
1990,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,10,DAY,APPROACH
