Incident Year,Operator,Species Name,Species Quantity,Incident Month,Visibility,Flight Phase
1992,SOUTHWEST AIRLINES,MOURNING DOVE,1,5,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,DAY,APPROACH
1992,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,5,NIGHT,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,5,,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,5,DAY,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,6,,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,6,,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,6,DAY,APPROACH
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,6,NIGHT,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,6,DAY,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,6,DAY,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,6,,TAKEOFF RUN
1992,DELTA AIR LINES,GULL,1,6,DAY,LANDING ROLL
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,NIGHT,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DUSK,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,2-10,6,,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,,LANDING ROLL
1992,AMERICAN AIRLINES,GULL,1,6,DAY,TAKEOFF RUN
1992,DELTA AIR LINES,GULL,1,6,NIGHT,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,NIGHT,APPROACH
1992,AMERICAN AIRLINES,GULL,2-10,6,NIGHT,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,6,DAY,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,6,DAY,CLIMB
1992,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,6,DAY,LANDING ROLL
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,6,DAY,LANDING ROLL
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,LANDING ROLL
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,GULL,2-10,6,DAY,CLIMB
1992,AMERICAN AIRLINES,GULL,2-10,6,DUSK,CLIMB
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1992,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,6,,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1992,AMERICAN AIRLINES,GULL,2-10,6,NIGHT,CLIMB
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,,EN ROUTE
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,LANDING ROLL
1992,AMERICAN AIRLINES,GULL,1,6,DAY,LANDING ROLL
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,6,,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1992,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,6,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,6,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1992,SOUTHWEST AIRLINES,GULL,2-10,6,DAY,LANDING ROLL
1992,FEDEX EXPRESS,MOURNING DOVE,1,6,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,6,DAY,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,7,DUSK,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAY,DESCENT
1992,AMERICAN AIRLINES,MOURNING DOVE,1,7,DAY,LANDING ROLL
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,7,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,7,NIGHT,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1992,FEDEX EXPRESS,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAY,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,CLIMB
1992,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,7,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,7,DAY,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,TAXI
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,7,DAY,LANDING ROLL
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,APPROACH
1992,AMERICAN AIRLINES,GULL,1,7,DAY,APPROACH
1992,DELTA AIR LINES,AMERICAN KESTREL,1,7,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,GULL,2-10,7,NIGHT,APPROACH
1992,UNITED AIRLINES,GULL,1,7,DUSK,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAY,TAXI
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,TAKEOFF RUN
1992,UNITED AIRLINES,GULL,2-10,7,DAY,TAKEOFF RUN
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,7,DAY,
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,7,DUSK,APPROACH
1992,SOUTHWEST AIRLINES,GULL,2-10,7,DAY,LANDING ROLL
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,2-10,7,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1992,MILITARY,BARN SWALLOW,1,7,DAY,APPROACH
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,7,NIGHT,
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,7,NIGHT,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,7,,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,7,,LANDING ROLL
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,7,DAY,CLIMB
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAWN,CLIMB
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,7,DAY,DESCENT
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,7,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,7,DAY,LANDING ROLL
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,2-10,8,NIGHT,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,8,DAY,LANDING ROLL
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,TAKEOFF RUN
1992,AMERICAN AIRLINES,GULL,1,8,DAY,LANDING ROLL
1992,AMERICAN AIRLINES,MOURNING DOVE,1,8,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,MOURNING DOVE,1,8,DAY,LANDING ROLL
1992,SOUTHWEST AIRLINES,GULL,1,8,DAY,CLIMB
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,8,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,8,DAY,TAKEOFF RUN
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,8,DAY,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,NIGHT,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,TAKEOFF RUN
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,2-10,8,NIGHT,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAWN,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,8,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DUSK,LANDING ROLL
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1992,UNITED AIRLINES,GULL,1,8,DAY,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,NIGHT,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,,LANDING ROLL
1992,AMERICAN AIRLINES,GULL,1,8,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,DAY,TAKEOFF RUN
1992,SOUTHWEST AIRLINES,GULL,2-10,8,DAY,CLIMB
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,LANDING ROLL
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,2-10,8,DAY,LANDING ROLL
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,DUSK,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,APPROACH
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,NIGHT,CLIMB
1992,SOUTHWEST AIRLINES,GULL,1,8,DAY,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,CLIMB
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1992,UNITED AIRLINES,GULL,2-10,8,DAY,CLIMB
1992,DELTA AIR LINES,GULL,1,8,DAY,APPROACH
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,8,DAY,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DUSK,APPROACH
1992,MILITARY,MOURNING DOVE,1,8,DUSK,LANDING ROLL
1992,UNITED AIRLINES,GULL,2-10,8,DUSK,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,NIGHT,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1992,DELTA AIR LINES,GULL,2-10,8,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,TAKEOFF RUN
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,2-10,8,DAY,CLIMB
1992,UNITED AIRLINES,MOURNING DOVE,2-10,8,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,GULL,1,8,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,8,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,NIGHT,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,8,DUSK,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,NIGHT,APPROACH
1992,AMERICAN AIRLINES,GULL,1,8,DAY,TAKEOFF RUN
1992,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,LANDING ROLL
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,CLIMB
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,8,NIGHT,EN ROUTE
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,DAY,APPROACH
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,Unknown,8,DAY,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,8,,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,8,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,AMERICAN AIRLINES,GULL,2-10,9,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAWN,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,9,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,TAKEOFF RUN
1992,FEDEX EXPRESS,MOURNING DOVE,1,9,DAWN,LANDING ROLL
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,DESCENT
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DUSK,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,DESCENT
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,TAKEOFF RUN
1992,SOUTHWEST AIRLINES,GULL,1,9,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,9,NIGHT,CLIMB
1992,DELTA AIR LINES,MOURNING DOVE,2-10,9,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,GULL,2-10,9,DAWN,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,CLIMB
1992,UNITED AIRLINES,GULL,2-10,9,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,NIGHT,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,9,NIGHT,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,CLIMB
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,9,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,TAKEOFF RUN
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,2-10,9,DAY,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,CLIMB
1992,AMERICAN AIRLINES,GULL,1,9,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DUSK,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DUSK,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1992,UNITED AIRLINES,GULL,1,9,,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,CLIMB
1992,AMERICAN AIRLINES,GULL,1,9,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,SOUTHWEST AIRLINES,GULL,2-10,9,DAY,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DUSK,CLIMB
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAWN,APPROACH
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,9,DAY,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,CLIMB
1992,SOUTHWEST AIRLINES,GULL,2-10,9,DAY,TAKEOFF RUN
1992,SOUTHWEST AIRLINES,GULL,2-10,9,DAY,CLIMB
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,TAKEOFF RUN
1992,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1992,AMERICAN AIRLINES,GULL,1,9,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,2-10,9,NIGHT,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,9,NIGHT,CLIMB
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,9,NIGHT,APPROACH
1992,SOUTHWEST AIRLINES,GULL,2-10,9,DAY,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,APPROACH
1992,DELTA AIR LINES,UNKNOWN MEDIUM BIRD,1,9,DAY,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,LANDING ROLL
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,DESCENT
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DUSK,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,2-10,9,DAY,CLIMB
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,LANDING ROLL
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,AMERICAN AIRLINES,GULL,2-10,9,DAY,LANDING ROLL
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,APPROACH
1992,AMERICAN AIRLINES,GULL,2-10,9,DAY,LANDING ROLL
1992,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,9,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,NIGHT,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,9,,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,9,DAY,TAKEOFF RUN
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,9,DAY,EN ROUTE
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,10,NIGHT,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,10,DAY,LANDING ROLL
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,10,DAY,CLIMB
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,10,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,10,DAY,APPROACH
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,10,,TAKEOFF RUN
1992,MILITARY,UNKNOWN MEDIUM BIRD,2-10,10,DAY,TAKEOFF RUN
1992,UNITED AIRLINES,UNKNOWN MEDIUM BIRD,1,10,,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,10,NIGHT,APPROACH
1992,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,10,DAY,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,10,NIGHT,DESCENT
1992,MILITARY,UNKNOWN MEDIUM BIRD,Unknown,10,NIGHT,APPROACH
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,10,NIGHT,APPROACH
1992,SOUTHWEST AIRLINES,UNKNOWN MEDIUM BIRD,1,10,NIGHT,CLIMB
1992,AMERICAN AIRLINES,UNKNOWN MEDIUM BIRD,1,10,,
1992,MILITARY,UNKNOWN MEDIUM BIRD,1,10,DUSK,APPROACH
1992,AMERICAN AIRLINES,GULL,2-10,10,DAY,LANDING ROLL
